Description,Date,Value
Uang Beredar Luas(M2),2023-09-01,8441236000000000.0
Uang Beredar Luas(M2),2023-10-01,8506544000000000.0
Uang Beredar Luas(M2),2023-11-01,8574917000000000.0
Uang Beredar Luas(M2),2023-12-01,8824748000000000.0
Uang Beredar Luas(M2),2024-01-01,8721950000000000.0
Uang Beredar Luas(M2),2024-02-01,8739574000000000.0
Uang Beredar Luas(M2),2024-03-01,8891425000000000.0
Uang Beredar Luas(M2),2024-04-01,8926466000000000.0
Uang Beredar Luas(M2),2024-05-01,8968821000000000.0
Uang Beredar Luas(M2),2024-06-01,9015355000000000.0
Uang Beredar Luas(M2),2024-07-01,8983383000000000.0
Uang Beredar Luas(M2),2024-08-01,8973696000000000.0
Uang Beredar Sempit (M1),2020-01-01,1484403000000000.0
Uang Beredar Sempit (M1),2020-02-01,1505491000000000.0
Uang Beredar Sempit (M1),2020-03-01,1648681000000000.0
Uang Beredar Sempit (M1),2020-04-01,1576401000000000.0
Uang Beredar Sempit (M1),2020-05-01,1653611000000000.0
Uang Beredar Sempit (M1),2020-06-01,1637751000000000.0
Uang Beredar Sempit (M1),2020-07-01,1683194000000000.0
Uang Beredar Sempit (M1),2020-08-01,1765264000000000.0
Uang Beredar Sempit (M1),2020-09-01,1780721000000000.0
Uang Beredar Sempit (M1),2020-10-01,1782244000000000.0
Uang Beredar Sempit (M1),2020-11-01,1799087000000000.0
Uang Beredar Sempit (M1),2020-12-01,1855625000000000.0
Uang Beredar Sempit (M1),2021-01-01,1762296000000000.0
Uang Beredar Sempit (M1),2021-02-01,1784763000000000.0
Uang Beredar Sempit (M1),2021-03-01,1827391000000000.0
Uang Beredar Sempit (M1),2021-04-01,1850951000000000.0
Uang Beredar Sempit (M1),2021-05-01,1861767000000000.0
Uang Beredar Sempit (M1),2021-06-01,1915429000000000.0
Uang Beredar Sempit (M1),2021-07-01,1933291000000000.0
Uang Beredar Sempit (M1),2021-08-01,1938390000000000.0
Uang Beredar Sempit (M1),2021-09-01,1968434000000000.0
Uang Beredar Sempit (M1),2021-10-01,2071418000000000.0
Uang Beredar Sempit (M1),2021-11-01,2114754000000000.0
Uang Beredar Sempit (M1),2021-12-01,2282157000000000.0
Uang Beredar Sempit (M1),2022-01-01,2149552000000000.0
Uang Beredar Sempit (M1),2022-02-01,2195618000000000.0
Uang Beredar Sempit (M1),2022-03-01,2254591000000000.0
Uang Beredar Sempit (M1),2022-04-01,2327208000000000.0
Uang Beredar Sempit (M1),2022-05-01,2302911000000000.0
Uang Beredar Sempit (M1),2022-06-01,2339450000000000.0
Uang Beredar Sempit (M1),2022-07-01,2296045000000000.0
Uang Beredar Sempit (M1),2022-08-01,2279163000000000.0
Uang Beredar Sempit (M1),2022-09-01,2320883000000000.0
Uang Beredar Sempit (M1),2022-10-01,2539067000000000.0
Uang Beredar Sempit (M1),2022-11-01,2467951000000000.0
Uang Beredar Sempit (M1),2022-12-01,2608797000000000.0
Uang Beredar Sempit (M1),2023-01-01,2422174000000000.0
Uang Beredar Sempit (M1),2023-02-01,2403594000000000.0
Uang Beredar Sempit (M1),2023-03-01,2408419000000000.0
Uang Beredar Sempit (M1),2023-04-01,2472869000000000.0
Uang Beredar Sempit (M1),2023-05-01,2423318000000000.0
Uang Beredar Sempit (M1),2023-06-01,2466009000000000.0
Uang Beredar Sempit (M1),2023-07-01,2438059000000000.0
Uang Beredar Sempit (M1),2023-08-01,2410851000000000.0
Uang Beredar Sempit (M1),2023-09-01,2482229000000000.0
Uang Beredar Sempit (M1),2023-10-01,2497710000000000.0
Uang Beredar Sempit (M1),2023-11-01,2510768000000000.0
Uang Beredar Sempit (M1),2023-12-01,2675324000000000.0
Uang Beredar Sempit (M1),2024-01-01,2564734000000000.0
Uang Beredar Sempit (M1),2024-02-01,2556485000000000.0
Uang Beredar Sempit (M1),2024-03-01,2639425000000000.0
Uang Beredar Sempit (M1),2024-04-01,2623331000000000.0
Uang Beredar Sempit (M1),2024-05-01,2625271000000000.0
Uang Beredar Sempit (M1),2024-06-01,2692395000000000.0
Uang Beredar Sempit (M1),2024-07-01,2625264000000000.0
Uang Beredar Sempit (M1),2024-08-01,2626712000000000.0
Uang Kartal di Luar Bank Umum dan BPR,2020-01-01,616129000000000.0
Uang Kartal di Luar Bank Umum dan BPR,2020-02-01,607961000000000.0
Uang Kartal di Luar Bank Umum dan BPR,2020-03-01,620353000000000.0
Uang Kartal di Luar Bank Umum dan BPR,2020-04-01,634149000000000.0
Uang Kartal di Luar Bank Umum dan BPR,2020-05-01,685044000000000.0
Uang Kartal di Luar Bank Umum dan BPR,2020-06-01,651818000000000.0
Uang Kartal di Luar Bank Umum dan BPR,2020-07-01,668108000000000.0
Uang Kartal di Luar Bank Umum dan BPR,2020-08-01,666793000000000.0
Uang Kartal di Luar Bank Umum dan BPR,2020-09-01,674441000000000.0
Uang Kartal di Luar Bank Umum dan BPR,2020-10-01,707854000000000.0
Uang Kartal di Luar Bank Umum dan BPR,2020-11-01,712636000000000.0
Uang Kartal di Luar Bank Umum dan BPR,2020-12-01,760045000000000.0
Uang Kartal di Luar Bank Umum dan BPR,2021-01-01,712529000000000.0
Uang Kartal di Luar Bank Umum dan BPR,2021-02-01,698227000000000.0
Uang Kartal di Luar Bank Umum dan BPR,2021-03-01,692478000000000.0
Uang Kartal di Luar Bank Umum dan BPR,2021-04-01,732644000000000.0
Uang Kartal di Luar Bank Umum dan BPR,2021-05-01,743534000000000.0
Uang Kartal di Luar Bank Umum dan BPR,2021-06-01,739006000000000.0
Uang Kartal di Luar Bank Umum dan BPR,2021-07-01,758703000000000.0
Uang Kartal di Luar Bank Umum dan BPR,2021-08-01,750510000000000.0
Uang Kartal di Luar Bank Umum dan BPR,2021-09-01,748616000000000.0
Uang Kartal di Luar Bank Umum dan BPR,2021-10-01,766704000000000.0
Uang Kartal di Luar Bank Umum dan BPR,2021-11-01,775102000000000.0
Uang Kartal di Luar Bank Umum dan BPR,2021-12-01,831191000000000.0
Uang Kartal di Luar Bank Umum dan BPR,2022-01-01,765015000000000.0
Uang Kartal di Luar Bank Umum dan BPR,2022-02-01,795951000000000.0
Uang Kartal di Luar Bank Umum dan BPR,2022-03-01,792518000000000.0
Uang Kartal di Luar Bank Umum dan BPR,2022-04-01,896318000000000.0
Uang Kartal di Luar Bank Umum dan BPR,2022-05-01,820155000000000.0
Uang Kartal di Luar Bank Umum dan BPR,2022-06-01,815316000000000.0
Uang Kartal di Luar Bank Umum dan BPR,2022-07-01,822043000000000.0
Uang Kartal di Luar Bank Umum dan BPR,2022-08-01,805459000000000.0
Uang Kartal di Luar Bank Umum dan BPR,2022-09-01,807818000000000.0
Uang Kartal di Luar Bank Umum dan BPR,2022-10-01,808649000000000.0
Uang Kartal di Luar Bank Umum dan BPR,2022-11-01,840492000000000.0
Uang Kartal di Luar Bank Umum dan BPR,2022-12-01,897799000000000.0
Uang Kartal di Luar Bank Umum dan BPR,2023-01-01,830373000000000.0
Uang Kartal di Luar Bank Umum dan BPR,2023-02-01,813834000000000.0
Uang Kartal di Luar Bank Umum dan BPR,2023-03-01,832817000000000.0
Uang Kartal di Luar Bank Umum dan BPR,2023-04-01,895719000000000.0
Uang Kartal di Luar Bank Umum dan BPR,2023-05-01,859517000000000.0
Uang Kartal di Luar Bank Umum dan BPR,2023-06-01,879721000000000.0
Uang Kartal di Luar Bank Umum dan BPR,2023-07-01,853336000000000.0
Uang Kartal di Luar Bank Umum dan BPR,2023-08-01,851723000000000.0
Uang Kartal di Luar Bank Umum dan BPR,2023-09-01,865392000000000.0
Uang Kartal di Luar Bank Umum dan BPR,2023-10-01,863102000000000.0
Uang Kartal di Luar Bank Umum dan BPR,2023-11-01,893165000000000.0
Uang Kartal di Luar Bank Umum dan BPR,2023-12-01,975919000000000.0
Uang Kartal di Luar Bank Umum dan BPR,2024-01-01,915931000000000.0
Uang Kartal di Luar Bank Umum dan BPR,2024-02-01,911689000000000.0
Uang Kartal di Luar Bank Umum dan BPR,2024-03-01,953824000000000.0
Uang Kartal di Luar Bank Umum dan BPR,2024-04-01,943292000000000.0
Uang Kartal di Luar Bank Umum dan BPR,2024-05-01,934144000000000.0
Uang Kartal di Luar Bank Umum dan BPR,2024-06-01,958575000000000.0
Uang Kartal di Luar Bank Umum dan BPR,2024-07-01,939541000000000.0
Uang Kartal di Luar Bank Umum dan BPR,2024-08-01,954380000000000.0
Uang Kuasi,2020-01-01,4535529000000000.0
Uang Kuasi,2020-02-01,4584358000000000.0
Uang Kuasi,2020-03-01,4763598000000000.0
Uang Kuasi,2020-04-01,4637301000000000.0
Uang Kuasi,2020-05-01,4790161000000000.0
Uang Kuasi,2020-06-01,4735028000000000.0
Uang Kuasi,2020-07-01,4865764000000000.0
Uang Kuasi,2020-08-01,4947017000000000.0
Uang Kuasi,2020-09-01,4946507000000000.0
Uang Kuasi,2020-10-01,4976024000000000.0
Uang Kuasi,2020-11-01,4994353000000000.0
Uang Kuasi,2020-12-01,5021205000000000.0
Uang Kuasi,2021-01-01,4983838000000000.0
Uang Kuasi,2021-02-01,5012979000000000.0
Uang Kuasi,2021-03-01,5049972000000000.0
Uang Kuasi,2021-04-01,5095802000000000.0
Uang Kuasi,2021-05-01,5124161000000000.0
Uang Kuasi,2021-06-01,5198175000000000.0
Uang Kuasi,2021-07-01,5210210000000000.0
Uang Kuasi,2021-08-01,5252508000000000.0
Uang Kuasi,2021-09-01,5311398000000000.0
Uang Kuasi,2021-10-01,5400094000000000.0
Uang Kuasi,2021-11-01,5437328000000000.0
Uang Kuasi,2021-12-01,5562258000000000.0
Uang Kuasi,2022-01-01,5474170000000000.0
Uang Kuasi,2022-02-01,5470961000000000.0
Uang Kuasi,2022-03-01,5529751000000000.0
Uang Kuasi,2022-04-01,5556189000000000.0
Uang Kuasi,2022-05-01,5524848000000000.0
Uang Kuasi,2022-06-01,5526503000000000.0
Uang Kuasi,2022-07-01,5530342000000000.0
Uang Kuasi,2022-08-01,5598840000000000.0
Uang Kuasi,2022-09-01,5620749000000000.0
Uang Kuasi,2022-10-01,5657949000000000.0
Uang Kuasi,2022-11-01,5805021000000000.0
Uang Kuasi,2022-12-01,5894662000000000.0
Uang Kuasi,2023-01-01,5822056000000000.0
Uang Kuasi,2023-02-01,5871477000000000.0
Uang Kuasi,2023-03-01,5861271000000000.0
Uang Kuasi,2023-04-01,5856023000000000.0
Uang Kuasi,2023-05-01,5890062000000000.0
Uang Kuasi,2023-06-01,5883280000000000.0
Uang Kuasi,2023-07-01,5884767000000000.0
Uang Kuasi,2023-08-01,5926011000000000.0
Uang Kuasi,2023-09-01,5933580000000000.0
Uang Kuasi,2023-10-01,5981917000000000.0
Uang Kuasi,2023-11-01,6036313000000000.0
Uang Kuasi,2023-12-01,6120811000000000.0
Uang Kuasi,2024-01-01,6128684000000000.0
Uang Kuasi,2024-02-01,6152725000000000.0
Uang Kuasi,2024-03-01,6221533000000000.0
Uang Kuasi,2024-04-01,6271595000000000.0
Uang Kuasi,2024-05-01,6306932000000000.0
Uang Kuasi,2024-06-01,6253307000000000.0
Uang Kuasi,2024-07-01,6268568000000000.0
Uang Kuasi,2024-08-01,6243740000000000.0
Valuta Asing,2020-01-01,289713000000000.0
Valuta Asing,2020-01-01,124374000000000.0
Valuta Asing,2020-02-01,315350000000000.0
Valuta Asing,2020-02-01,131480000000000.0
Valuta Asing,2020-03-01,331826000000000.0
Valuta Asing,2020-03-01,145545000000000.0
Valuta Asing,2020-04-01,291711000000000.0
Valuta Asing,2020-04-01,134554000000000.0
Valuta Asing,2020-05-01,295856000000000.0
Valuta Asing,2020-05-01,138080000000000.0
Valuta Asing,2020-06-01,295855000000000.0
Valuta Asing,2020-06-01,134936000000000.0
Valuta Asing,2020-07-01,324433000000000.0
Valuta Asing,2020-07-01,139083000000000.0
Valuta Asing,2020-08-01,327517000000000.0
Valuta Asing,2020-08-01,146572000000000.0
Valuta Asing,2020-09-01,321114000000000.0
Valuta Asing,2020-09-01,144840000000000.0
Valuta Asing,2020-10-01,330165000000000.0
Valuta Asing,2020-10-01,146481000000000.0
Valuta Asing,2020-11-01,293404000000000.0
Valuta Asing,2020-11-01,149315000000000.0
Valuta Asing,2020-12-01,283241000000000.0
Valuta Asing,2020-12-01,148215000000000.0
Valuta Asing,2021-01-01,280864000000000.0
Valuta Asing,2021-01-01,142299000000000.0
Valuta Asing,2021-02-01,277326000000000.0
Valuta Asing,2021-02-01,143831000000000.0
Valuta Asing,2021-03-01,284988000000000.0
Valuta Asing,2021-03-01,148946000000000.0
Valuta Asing,2021-04-01,277488000000000.0
Valuta Asing,2021-04-01,140539000000000.0
Valuta Asing,2021-05-01,287266000000000.0
Valuta Asing,2021-05-01,142859000000000.0
Valuta Asing,2021-06-01,286564000000000.0
Valuta Asing,2021-06-01,144295000000000.0
Valuta Asing,2021-07-01,279492000000000.0
Valuta Asing,2021-07-01,147543000000000.0
Valuta Asing,2021-08-01,279462000000000.0
Valuta Asing,2021-08-01,147959000000000.0
Valuta Asing,2021-09-01,294007000000000.0
Valuta Asing,2021-09-01,155881000000000.0
Valuta Asing,2021-10-01,288844000000000.0
Valuta Asing,2021-10-01,156201000000000.0
Valuta Asing,2021-11-01,280440000000000.0
Valuta Asing,2021-11-01,159128000000000.0
Valuta Asing,2021-12-01,288947000000000.0
Valuta Asing,2021-12-01,158762000000000.0
Valuta Asing,2022-01-01,278731000000000.0
Valuta Asing,2022-01-01,166160000000000.0
Valuta Asing,2022-02-01,268855000000000.0
Valuta Asing,2022-02-01,169104000000000.0
Valuta Asing,2022-03-01,265209000000000.0
Valuta Asing,2022-03-01,179186000000000.0
Valuta Asing,2022-04-01,262002000000000.0
Valuta Asing,2022-04-01,173866000000000.0
Valuta Asing,2022-05-01,252646000000000.0
Valuta Asing,2022-05-01,170566000000000.0
Valuta Asing,2022-06-01,269333000000000.0
Valuta Asing,2022-06-01,179755000000000.0
Valuta Asing,2022-07-01,266357000000000.0
Valuta Asing,2022-07-01,176870000000000.0
Valuta Asing,2022-08-01,284058000000000.0
Valuta Asing,2022-08-01,179042000000000.0
Valuta Asing,2022-09-01,305830000000000.0
Valuta Asing,2022-09-01,183163000000000.0
Valuta Asing,2022-10-01,318065000000000.0
Valuta Asing,2022-10-01,187236000000000.0
Valuta Asing,2022-11-01,309101000000000.0
Valuta Asing,2022-11-01,187392000000000.0
Valuta Asing,2022-12-01,314704000000000.0
Valuta Asing,2022-12-01,180150000000000.0
Valuta Asing,2023-01-01,311138000000000.0
Valuta Asing,2023-01-01,177680000000000.0
Valuta Asing,2023-02-01,318594000000000.0
Valuta Asing,2023-02-01,178484000000000.0
Valuta Asing,2023-03-01,310236000000000.0
Valuta Asing,2023-03-01,180636000000000.0
Valuta Asing,2023-04-01,286837000000000.0
Valuta Asing,2023-04-01,182240000000000.0
Valuta Asing,2023-05-01,290874000000000.0
Valuta Asing,2023-05-01,171275000000000.0
Valuta Asing,2023-06-01,274006000000000.0
Valuta Asing,2023-06-01,165889000000000.0
Valuta Asing,2023-07-01,284611000000000.0
Valuta Asing,2023-07-01,165217000000000.0
Valuta Asing,2023-08-01,288834000000000.0
Valuta Asing,2023-08-01,164383000000000.0
Valuta Asing,2023-09-01,297664000000000.0
Valuta Asing,2023-09-01,166834000000000.0
Valuta Asing,2023-10-01,297268000000000.0
Valuta Asing,2023-10-01,163570000000000.0
Valuta Asing,2023-11-01,292279000000000.0
Valuta Asing,2023-11-01,163309000000000.0
Valuta Asing,2023-12-01,306793000000000.0
Valuta Asing,2023-12-01,161070000000000.0
Valuta Asing,2024-01-01,312701000000000.0
Valuta Asing,2024-01-01,167417000000000.0
Valuta Asing,2024-02-01,313688000000000.0
Valuta Asing,2024-02-01,167191000000000.0
Valuta Asing,2024-03-01,316346000000000.0
Valuta Asing,2024-03-01,161678000000000.0
Valuta Asing,2024-04-01,308522000000000.0
Valuta Asing,2024-04-01,166678000000000.0
Valuta Asing,2024-05-01,320347000000000.0
Valuta Asing,2024-05-01,166942000000000.0
Valuta Asing,2024-06-01,347016000000000.0
Valuta Asing,2024-06-01,171471000000000.0
Valuta Asing,2024-07-01,349679000000000.0
Valuta Asing,2024-07-01,173155000000000.0
Valuta Asing,2024-08-01,342913000000000.0
Valuta Asing,2024-08-01,176054000000000.0
a.I: Uang Elektronik,2020-01-01,0.0
a.I: Uang Elektronik,2020-02-01,0.0
a.I: Uang Elektronik,2020-03-01,0.0
a.I: Uang Elektronik,2020-04-01,0.0
a.I: Uang Elektronik,2020-05-01,0.0
a.I: Uang Elektronik,2020-06-01,0.0
a.I: Uang Elektronik,2020-07-01,0.0
a.I: Uang Elektronik,2020-08-01,0.0
a.I: Uang Elektronik,2020-09-01,0.0
a.I: Uang Elektronik,2020-10-01,0.0
a.I: Uang Elektronik,2020-11-01,0.0
a.I: Uang Elektronik,2020-12-01,0.0
a.I: Uang Elektronik,2021-01-01,0.0
a.I: Uang Elektronik,2021-02-01,0.0
a.I: Uang Elektronik,2021-03-01,0.0
a.I: Uang Elektronik,2021-04-01,0.0
a.I: Uang Elektronik,2021-05-01,0.0
a.I: Uang Elektronik,2021-06-01,0.0
a.I: Uang Elektronik,2021-07-01,0.0
a.I: Uang Elektronik,2021-08-01,0.0
a.I: Uang Elektronik,2021-09-01,0.0
a.I: Uang Elektronik,2021-10-01,0.0
a.I: Uang Elektronik,2021-11-01,0.0
a.I: Uang Elektronik,2021-12-01,0.0
a.I: Uang Elektronik,2022-01-01,0.0
a.I: Uang Elektronik,2022-02-01,0.0
a.I: Uang Elektronik,2022-03-01,0.0
a.I: Uang Elektronik,2022-04-01,0.0
a.I: Uang Elektronik,2022-05-01,0.0
a.I: Uang Elektronik,2022-06-01,0.0
a.I: Uang Elektronik,2022-07-01,0.0
a.I: Uang Elektronik,2022-08-01,0.0
a.I: Uang Elektronik,2022-09-01,0.0
a.I: Uang Elektronik,2022-10-01,0.0
a.I: Uang Elektronik,2022-11-01,0.0
a.I: Uang Elektronik,2022-12-01,0.0
a.I: Uang Elektronik,2023-01-01,10598000000000.0
a.I: Uang Elektronik,2023-02-01,10789000000000.0
a.I: Uang Elektronik,2023-03-01,11434000000000.0
a.I: Uang Elektronik,2023-04-01,11107000000000.0
a.I: Uang Elektronik,2023-05-01,11196000000000.0
a.I: Uang Elektronik,2023-06-01,11456000000000.0
a.I: Uang Elektronik,2023-07-01,11304000000000.0
a.I: Uang Elektronik,2023-08-01,11392000000000.0
a.I: Uang Elektronik,2023-09-01,11430000000000.0
a.I: Uang Elektronik,2023-10-01,11622000000000.0
a.I: Uang Elektronik,2023-11-01,11887000000000.0
a.I: Uang Elektronik,2023-12-01,11989000000000.0
a.I: Uang Elektronik,2024-01-01,12079000000000.0
a.I: Uang Elektronik,2024-02-01,12356000000000.0
a.I: Uang Elektronik,2024-03-01,12461000000000.0
a.I: Uang Elektronik,2024-04-01,12874000000000.0
a.I: Uang Elektronik,2024-05-01,12821000000000.0
a.I: Uang Elektronik,2024-06-01,13026000000000.0
a.I: Uang Elektronik,2024-07-01,12964000000000.0
a.I: Uang Elektronik,2024-08-01,13020000000000.0
"INFORMASI, KOMUNIKASI, DAN JASA KEUANGAN",2020-01-01,100.0
"INFORMASI, KOMUNIKASI, DAN JASA KEUANGAN",2020-02-01,100.0
"INFORMASI, KOMUNIKASI, DAN JASA KEUANGAN",2020-03-01,100.0
"INFORMASI, KOMUNIKASI, DAN JASA KEUANGAN",2020-04-01,100.0
"INFORMASI, KOMUNIKASI, DAN JASA KEUANGAN",2020-05-01,100.0
"INFORMASI, KOMUNIKASI, DAN JASA KEUANGAN",2020-06-01,100.0
"INFORMASI, KOMUNIKASI, DAN JASA KEUANGAN",2020-07-01,100.0
"INFORMASI, KOMUNIKASI, DAN JASA KEUANGAN",2020-08-01,100.0
"INFORMASI, KOMUNIKASI, DAN JASA KEUANGAN",2020-09-01,100.0
"INFORMASI, KOMUNIKASI, DAN JASA KEUANGAN",2020-10-01,100.0
"INFORMASI, KOMUNIKASI, DAN JASA KEUANGAN",2020-11-01,100.0
"INFORMASI, KOMUNIKASI, DAN JASA KEUANGAN",2020-12-01,100.0
"INFORMASI, KOMUNIKASI, DAN JASA KEUANGAN",2021-01-01,100.0
"INFORMASI, KOMUNIKASI, DAN JASA KEUANGAN",2021-02-01,100.0
"INFORMASI, KOMUNIKASI, DAN JASA KEUANGAN",2021-03-01,100.0
"INFORMASI, KOMUNIKASI, DAN JASA KEUANGAN",2021-04-01,100.0
"INFORMASI, KOMUNIKASI, DAN JASA KEUANGAN",2021-05-01,100.0
"INFORMASI, KOMUNIKASI, DAN JASA KEUANGAN",2021-06-01,100.0
"INFORMASI, KOMUNIKASI, DAN JASA KEUANGAN",2021-07-01,100.0
"INFORMASI, KOMUNIKASI, DAN JASA KEUANGAN",2021-08-01,100.0
"INFORMASI, KOMUNIKASI, DAN JASA KEUANGAN",2021-09-01,100.0
"INFORMASI, KOMUNIKASI, DAN JASA KEUANGAN",2021-10-01,100.0
"INFORMASI, KOMUNIKASI, DAN JASA KEUANGAN",2021-11-01,100.0
"INFORMASI, KOMUNIKASI, DAN JASA KEUANGAN",2021-12-01,100.0
"INFORMASI, KOMUNIKASI, DAN JASA KEUANGAN",2022-01-01,100.0
"INFORMASI, KOMUNIKASI, DAN JASA KEUANGAN",2022-02-01,100.0
"INFORMASI, KOMUNIKASI, DAN JASA KEUANGAN",2022-03-01,100.0
"INFORMASI, KOMUNIKASI, DAN JASA KEUANGAN",2022-04-01,100.0
"INFORMASI, KOMUNIKASI, DAN JASA KEUANGAN",2022-05-01,100.0
"INFORMASI, KOMUNIKASI, DAN JASA KEUANGAN",2022-06-01,100.0
"INFORMASI, KOMUNIKASI, DAN JASA KEUANGAN",2022-07-01,100.0
"INFORMASI, KOMUNIKASI, DAN JASA KEUANGAN",2022-08-01,100.0
"INFORMASI, KOMUNIKASI, DAN JASA KEUANGAN",2022-09-01,100.0
"INFORMASI, KOMUNIKASI, DAN JASA KEUANGAN",2022-10-01,100.0
"INFORMASI, KOMUNIKASI, DAN JASA KEUANGAN",2022-11-01,100.0
"INFORMASI, KOMUNIKASI, DAN JASA KEUANGAN",2022-12-01,100.0
"INFORMASI, KOMUNIKASI, DAN JASA KEUANGAN",2023-01-01,100.0
"INFORMASI, KOMUNIKASI, DAN JASA KEUANGAN",2023-02-01,100.0
"INFORMASI, KOMUNIKASI, DAN JASA KEUANGAN",2023-03-01,100.0
"INFORMASI, KOMUNIKASI, DAN JASA KEUANGAN",2023-04-01,100.0
"INFORMASI, KOMUNIKASI, DAN JASA KEUANGAN",2023-05-01,100.0
"INFORMASI, KOMUNIKASI, DAN JASA KEUANGAN",2023-06-01,100.0
"INFORMASI, KOMUNIKASI, DAN JASA KEUANGAN",2023-07-01,100.0
"INFORMASI, KOMUNIKASI, DAN JASA KEUANGAN",2023-08-01,100.0
"INFORMASI, KOMUNIKASI, DAN JASA KEUANGAN",2023-09-01,100.0
"INFORMASI, KOMUNIKASI, DAN JASA KEUANGAN",2023-10-01,100.0
"INFORMASI, KOMUNIKASI, DAN JASA KEUANGAN",2023-11-01,100.0
"INFORMASI, KOMUNIKASI, DAN JASA KEUANGAN",2023-12-01,100.0
"INFORMASI, KOMUNIKASI, DAN JASA KEUANGAN",2024-01-01,100.0
"INFORMASI, KOMUNIKASI, DAN JASA KEUANGAN",2024-02-01,100.0
"INFORMASI, KOMUNIKASI, DAN JASA KEUANGAN",2024-03-01,100.0
"INFORMASI, KOMUNIKASI, DAN JASA KEUANGAN",2024-04-01,100.0
"INFORMASI, KOMUNIKASI, DAN JASA KEUANGAN",2024-05-01,100.0
"INFORMASI, KOMUNIKASI, DAN JASA KEUANGAN",2024-06-01,100.0
"INFORMASI, KOMUNIKASI, DAN JASA KEUANGAN",2024-07-01,100.0
"INFORMASI, KOMUNIKASI, DAN JASA KEUANGAN",2024-08-01,100.0
"INFORMASI, KOMUNIKASI, DAN JASA KEUANGAN",2024-09-01,100.0
KESEHATAN,2020-01-01,105.0
KESEHATAN,2020-02-01,106.0
KESEHATAN,2020-03-01,106.0
KESEHATAN,2020-04-01,106.0
KESEHATAN,2020-05-01,106.0
KESEHATAN,2020-06-01,107.0
KESEHATAN,2020-07-01,107.0
KESEHATAN,2020-08-01,107.0
KESEHATAN,2020-09-01,107.0
KESEHATAN,2020-10-01,107.0
KESEHATAN,2020-11-01,108.0
KESEHATAN,2020-12-01,108.0
KESEHATAN,2021-01-01,108.0
KESEHATAN,2021-02-01,108.0
KESEHATAN,2021-03-01,108.0
KESEHATAN,2021-04-01,108.0
KESEHATAN,2021-05-01,109.0
KESEHATAN,2021-06-01,109.0
KESEHATAN,2021-07-01,109.0
KESEHATAN,2021-08-01,109.0
KESEHATAN,2021-09-01,109.0
KESEHATAN,2021-10-01,109.0
KESEHATAN,2021-11-01,109.0
KESEHATAN,2021-12-01,110.0
KESEHATAN,2022-01-01,110.0
KESEHATAN,2022-02-01,110.0
KESEHATAN,2022-03-01,111.0
KESEHATAN,2022-04-01,111.0
KESEHATAN,2022-05-01,111.0
KESEHATAN,2022-06-01,111.0
KESEHATAN,2022-07-01,111.0
KESEHATAN,2022-08-01,111.0
KESEHATAN,2022-09-01,112.0
KESEHATAN,2022-10-01,112.0
KESEHATAN,2022-11-01,113.0
KESEHATAN,2022-12-01,113.0
KESEHATAN,2023-01-01,113.0
KESEHATAN,2023-02-01,113.0
KESEHATAN,2023-03-01,113.0
KESEHATAN,2023-04-01,114.0
KESEHATAN,2023-05-01,114.0
KESEHATAN,2023-06-01,114.0
KESEHATAN,2023-07-01,114.0
KESEHATAN,2023-08-01,114.0
KESEHATAN,2023-09-01,115.0
KESEHATAN,2023-10-01,115.0
KESEHATAN,2023-11-01,115.0
KESEHATAN,2023-12-01,115.0
KESEHATAN,2024-01-01,103.0
KESEHATAN,2024-02-01,103.0
KESEHATAN,2024-03-01,104.0
KESEHATAN,2024-04-01,104.0
KESEHATAN,2024-05-01,104.0
KESEHATAN,2024-06-01,104.0
KESEHATAN,2024-07-01,104.0
KESEHATAN,2024-08-01,104.0
KESEHATAN,2024-09-01,104.0
"MAKANAN, MINUMAN DAN TEMBAKAU",2020-01-01,106.0
"MAKANAN, MINUMAN DAN TEMBAKAU",2020-02-01,107.0
"MAKANAN, MINUMAN DAN TEMBAKAU",2020-03-01,107.0
"MAKANAN, MINUMAN DAN TEMBAKAU",2020-04-01,107.0
"MAKANAN, MINUMAN DAN TEMBAKAU",2020-05-01,107.0
"MAKANAN, MINUMAN DAN TEMBAKAU",2020-06-01,107.0
"MAKANAN, MINUMAN DAN TEMBAKAU",2020-07-01,106.0
"MAKANAN, MINUMAN DAN TEMBAKAU",2020-08-01,106.0
"MAKANAN, MINUMAN DAN TEMBAKAU",2020-09-01,105.0
"MAKANAN, MINUMAN DAN TEMBAKAU",2020-10-01,105.0
"MAKANAN, MINUMAN DAN TEMBAKAU",2020-11-01,106.0
"MAKANAN, MINUMAN DAN TEMBAKAU",2020-12-01,108.0
"MAKANAN, MINUMAN DAN TEMBAKAU",2021-01-01,109.0
"MAKANAN, MINUMAN DAN TEMBAKAU",2021-02-01,109.0
"MAKANAN, MINUMAN DAN TEMBAKAU",2021-03-01,109.0
"MAKANAN, MINUMAN DAN TEMBAKAU",2021-04-01,110.0
"MAKANAN, MINUMAN DAN TEMBAKAU",2021-05-01,110.0
"MAKANAN, MINUMAN DAN TEMBAKAU",2021-06-01,109.0
"MAKANAN, MINUMAN DAN TEMBAKAU",2021-07-01,109.0
"MAKANAN, MINUMAN DAN TEMBAKAU",2021-08-01,109.0
"MAKANAN, MINUMAN DAN TEMBAKAU",2021-09-01,109.0
"MAKANAN, MINUMAN DAN TEMBAKAU",2021-10-01,109.0
